"TAX_INCLUSIVE_YN","RESORT","FREQUENT_FLYER_YN","TRX_CODE","TC_GROUP","TC_SUBGROUP","TCL_CODE_DFLT_CL1","TCL_CODE_DFLT_CL2","CLASS_1_MANDATORY_YN","CLASS_2_MANDATORY_YN","DESCRIPTION","TC_TRANSACTION_TYPE","IS_MANUAL_POST_ALLOWED","RESULT_INCLUDED_IN_SUM_ARRAY","CC_TYPE","COMMISSION","CC_CODE","IND_BILLING","IND_AR","CURRENCY","IND_REVENUE_GP","ADJ_TRX_CODE","ARRANGE_CODE","EXPENSE_FOLIO","GROUP_FOLIO","REV_BUCKET_ID","REV_GP_ID","IND_CASH","IND_DEPOSIT_YN","DEFERRED_YN","AR_NAME_ID","TRX_CODE_TYPE","INSERT_USER","INSERT_DATE","UPDATE_USER","UPDATE_DATE","TC_RESORT","TC_BOF_REF_CODE","TC_BOF_INTERFACE","TC_RESORT2","TC_BOF_REF_CODE2","TC_BOF_INTERFACE2","CRS_TAX_DESC","TAX_CODE_NO","TRX_ACTION_ID","EXPORT_BUCKET","INH_SALES_YN","INH_PAY_YN","INH_DEPOSIT_YN","FISCAL_TRX_CODE_TYPE","COMP_YN","DEFAULT_PRICE","INACTIVE_DATE","PAYMENT_TAX_INVOICE_YN","INTERNAL_YN","FISCAL_PAYMENT_YN","COMP_NIGHTS_YN","ROTATION_REV_YN","OWNER_REV_YN","CHECK_NO_MANDATORY_YN","DED_OWNER_REV_YN","NON_TAXABLE_YN","COMP_PAYMENT_YN","MIN_AMT","MAX_AMT","TRX_SERVICE_TYPE","DAILY_PLAN_FOLIO","TRX_CODE_DISPLAY","INCLUDE_IN_DEPOSIT_RULE_YN","INCLUDE_IN_8300_YN","MANUAL_POST_COVERS_YN","ROUND_FACTOR_YN","DEPOSIT_POSTING_ONLY_YN","TRX_TAX_TYPE_CODE","DEPOSIT_TYPE","GP_POINTS_REDEMPTION_YN","EXTERNAL_PAYMENT_CODE","E_INVOICE_YN","CORP_PROP_FLAG","CORPORATE_DESCRIPTION","PRINT_RECEIPT_YN","SERVICE_RECOVERY_TRX_CODE","ACCOUNTING_CODE","QUANTITY_CODE","UPC_CODE"
"Y","VILU","N","10000","ACC","ACRV","","","","","Accommodation- Wholesale","C    ","Y","111","",0,"","N","N","","Y","10500","10502",,,,,"N","N","N",,"L",2,10-JUN-14,2,11-JAN-23,"","","","","","","",,132274,,"N","N","N","","N",,,"N","","N","N","","","N","","N","N",,,"",,"","Y","","","N","","","","N","","","","","","","","",""
"Y","VILU","N","10001","ACC","ACRV","","","","","Accommodation -Direct","C    ","Y","111","",0,"","N","N","","Y","10501","10502",,,,,"N","N","N",,"L",2,30-OCT-15,2,30-NOV-22,"","","","","","","",,127677,,"N","N","N","","N",,,"N","","N","N","","","N","","N","N",,,"",,"","Y","","","","","","","N","","","","","","","","",""
"N","VILU","N","10060","MSC","MSRV","","","","","Accommodation No Show- Direct","C    ","Y","","",0,"","N","N","","Y","10560","10502",,,,,"N","N","N",,"O",2,10-JUN-14,2,07-JUN-20,"","","","","","","",,100704,,"N","N","N","","N",,,"N","","N","N","","","N","","N","N",,,"",,"","Y","","","","","","","N","","","","","","","","",""
"Y","VILU","N","10061","MSC","MSRV","","","","","Accommodation No Show- WSL","C    ","Y","111","",0,"","N","N","","Y","10561","10502",,,,,"N","N","N",,"O",523,30-OCT-15,4642,02-JAN-21,"","","","","","","",,103204,,"N","N","N","","N",,,"N","","N","N","","","N","","N","N",,,"",,"","Y","","","","","","","N","","","","","","","","",""
"Y","VILU","N","10062","ACC","ACRV","","","","","Accommodation Early Departure Fee","C    ","Y","111","",0,"","N","N","","Y","10562","10502",,,,,"N","N","N",,"L",2,10-JUN-14,802,31-OCT-15,"","","","","","","",,41921,,"N","N","N","","N",,,"N","","N","N","","","N","","N","N",,,"",,"","Y","","","","","","","N","","","","","","","","",""
"Y","VILU","N","10063","ACC","ACRV","","","","","Accommodation Manual","C    ","Y","111","",0,"","N","N","","Y","10563","10502",,,,,"N","N","N",,"L",2,10-JUN-14,5922,07-JUL-22,"","","","","","","",,119959,,"N","N","N","","N",,,"N","","N","N","","","N","","N","N",,,"",,"","Y","","","","","","","N","","","","","","","","",""
"Y","VILU","N","10064","ACC","ACRV","","","","","Accommodation Late Departure Fee","C    ","Y","111","",0,"","N","N","","Y","10564","10502",,,,,"N","N","N",,"L",2,10-JUN-14,802,31-OCT-15,"","","","","","","",,41919,,"N","N","N","","N",,,"N","","N","N","","","N","","N","N",,,"",,"","Y","","","","","","","N","","","","","","","","",""
"Y","VILU","N","10065","MSC","MSRV","","","","","Accommodation  Cancellations- WSL","C    ","Y","111","",0,"","N","N","","Y","10565","10502",,,,,"N","N","N",,"O",2,10-JUN-14,4642,02-JAN-21,"","","","","","","",,103206,,"N","N","N","","N",,,"N","","N","N","","","N","","N","N",,,"",,"","Y","","","","","","","N","","","","","","","","",""
"Y","VILU","N","10066","ACC","ACRV","","","","","Accommodation Upsell","C    ","Y","111","",0,"","N","N","","Y","10566","10502",,,,,"N","N","N",,"L",2,10-JUN-14,802,31-OCT-15,"","","","","","","",,41924,,"N","N","N","","N",,,"N","","N","N","","","N","","N","N",,,"",,"","Y","","","","","","","N","","","","","","","","",""
"Y","VILU","N","10067","F&B","TARV","","","","","Meal Upgrade","C    ","Y","111","",0,"","N","N","","Y","10567","",,,,,"N","N","N",,"F",523,31-OCT-15,523,31-OCT-15,"","","","","","","",,42280,,"N","N","N","","N",,,"N","","N","N","","","N","","N","N",,,"",,"","Y","","","","","","","N","","","","","","","","",""
"Y","VILU","N","10068","TRF","TFRV","","","","","Seaplane No Show charges -Direct","C    ","Y","111","",0,"","N","N","","Y","10568","13752",,,,,"N","N","N",,"O",523,08-DEC-15,2,29-NOV-22,"","","","","","","",,126494,,"N","N","N","","N",,,"N","","N","N","","","N","","N","N",,,"",,"","Y","","","","","","","N","","","","","","","","",""
"Y","VILU","N","10069","TRF","TFRV","","","","","Seaplane No Show charges -WSL","C    ","Y","111","",0,"","N","N","","Y","","13752",,,,,"N","N","N",,"O",523,08-DEC-15,2,28-SEP-22,"","","","","","","",,122713,,"N","N","N","","N",,,"N","","N","N","","","N","","N","N",,,"",,"","Y","","","","","","","N","","","","","","","","",""
"N","VILU","N","10070","SVC","ACSC","","","","","Accommodation SVC- WSL","C    ","Y","","",0,"","N","N","","N","","10502",,,,,"N","N","N",,"X",2,10-JUN-14,2,31-OCT-15,"","","","","","","",1,41971,,"N","N","N","","N",,,"N","","N","N","","","N","","N","N",,,"",,"","Y","","","N","","","","N","","","","","","","","",""
"N","VILU","N","10071","SVC","ACSC","","","","","Accommodation SVC -DRT","C    ","Y","111","",0,"","N","N","","N","","10502",,,,,"N","N","N",,"X",523,30-OCT-15,802,31-OCT-15,"","","","","","","",1,42246,,"N","N","N","","N",,,"N","","N","N","","","N","","N","N",,,"",,"","Y","","","","","","","N","","","","","","","","",""
"N","VILU","N","10080","TAX","ACTX","","","","","Accommodation GST","C    ","Y","","",0,"","N","N","","N","","10502",,,,,"N","N","N",,"X",2,10-JUN-14,2,31-OCT-15,"","","","","","","",2,41973,,"N","N","N","","N",,,"N","","N","N","","","N","","N","N",,,"",,"","Y","","","N","","","","N","","","","","","","","",""
"N","VILU","N","10091","TAX","ACBX","","","","","Green Tax","C    ","Y","111","",0,"","N","N","","N","10596","",,,,,"N","N","N",,"X",523,05-MAR-15,1837,10-NOV-15,"","","","","","","",3,45112,,"N","N","N","","N",,,"N","","N","N","","","N","","N","N",,,"",,"","Y","","","","","","","N","","","","","","","","",""
"N","VILU","N","10092","TAX","ACBX","","","","","Green Tax - ITS & DER -Infant","C    ","Y","","",0,"","N","N","","N","10597","",,,,,"N","N","N",,"X",523,05-OCT-15,2,31-OCT-15,"","","","","","","",3,41991,,"N","N","N","","N",,,"N","","N","N","","","N","","N","N",,,"",,"","Y","","","","","","","N","","","","","","","","",""
"Y","VILU","N","10093","TRF","TFRV","","","","","ACC TMA DISC","C    ","Y","111","",0,"","N","N","","Y","10501","",,,,,"N","N","N",,"L",2,27-NOV-17,2,04-JAN-18,"","","","","","","",,72704,,"N","N","N","","N",,,"N","","N","N","","","N","","N","N",,,"",,"","Y","","","","","","","N","","","","","","","","",""
"Y","VILU","N","10094","ACC","ACRV","","","","","Trade Discount","C    ","Y","111","",0,"","N","N","","Y","","",,,,,"N","N","N",,"L",2,11-DEC-18,582,24-NOV-22,"","","","","","","",,125459,,"N","N","N","","N",,,"N","","N","N","","","N","","N","N",,,"",,"","Y","","","","","","","N","","","","","","","","",""
"Y","VILU","N","10500","ACC","ACRV","","","","","Accommodation Rebate-Wholesale","C    ","Y","111","",0,"","N","N","","Y","10000","10502",,,,,"N","N","N",,"L",2,10-JUN-14,4642,02-JAN-21,"","","","","","","",,103208,,"N","N","N","","N",,,"N","","N","N","","","N","","N","N",,,"",,"","N","","","","","","","N","","","","","","","","",""
"Y","VILU","N","10501","ACC","ACRV","","","","","Accommodation Rebate-Direct","C    ","Y","","",0,"","N","N","","Y","10001","10502",,,,,"N","N","N",,"L",523,30-OCT-15,1835,05-NOV-15,"","","","","","","",,44124,,"N","N","N","","N",,,"N","","N","N","","","N","","N","N",,,"",,"","N","","","","","","","N","","","","","","","","",""
"Y","VILU","N","10560","MSC","MSRV","","","","","Accommodation No Show Rebate -Direct","C    ","Y","","",0,"","N","N","","Y","","10502",,,,,"N","N","N",,"O",2,10-JUN-14,2,07-JUN-20,"","","","","","","",,100712,,"N","N","N","","N",,,"N","","N","N","","","N","","N","N",,,"",,"","N","","","","","","","N","","","","","","","","",""
"Y","VILU","N","10561","MSC","MSRV","","","","","Accommodation No Show Rebate- WSL","C    ","Y","111","",0,"","N","N","","Y","","10502",,,,,"N","N","N",,"O",523,30-OCT-15,4642,02-JAN-21,"","","","","","","",,103210,,"N","N","N","","N",,,"N","","N","N","","","N","","N","N",,,"",,"","N","","","","","","","N","","","","","","","","",""
"Y","VILU","N","10562","ADJ","ACRB","","","","","Accommodation Early Departure Fee Rebate","C    ","Y","","",0,"","N","N","","Y","","10502",,,,,"N","N","N",,"L",2,10-JUN-14,2,31-OCT-15,"","","","","","","",,41981,,"N","N","N","","N",,,"N","","N","N","","","N","","N","N",,,"",,"","N","","","","","","","N","","","","","","","","",""
"Y","VILU","N","10563","ADJ","ACRB","","","","","Accommodation Manual Rebate","C    ","Y","","",0,"","N","N","","Y","","10502",,,,,"N","N","N",,"L",2,10-JUN-14,2,31-OCT-15,"","","","","","","",,41982,,"N","N","N","","N",,,"N","","N","N","","","N","","N","N",,,"",,"","N","","","","","","","N","","","","","","","","",""
"Y","VILU","N","10564","ADJ","ACRB","","","","","Accommodation Late Departure Fee Rebate","C    ","Y","","",0,"","N","N","","Y","","10502",,,,,"N","N","N",,"L",2,10-JUN-14,2,31-OCT-15,"","","","","","","",,41983,,"N","N","N","","N",,,"N","","N","N","","","N","","N","N",,,"",,"","N","","","","","","","N","","","","","","","","",""
"Y","VILU","N","10565","MSC","MSRV","","","","","Accommodation  Cancellations WSL- Rebate","C    ","Y","111","",0,"","N","N","","Y","","10502",,,,,"N","N","N",,"O",2,10-JUN-14,4642,02-JAN-21,"","","","","","","",,103212,,"N","N","N","","N",,,"N","","N","N","","","N","","N","N",,,"",,"","N","","","","","","","N","","","","","","","","",""
"Y","VILU","N","10566","ADJ","ACRB","","","","","Accommodation Upsell Rebate","C    ","Y","","",0,"","N","N","","Y","","10502",,,,,"N","N","N",,"L",2,10-JUN-14,2,31-OCT-15,"","","","","","","",,41985,,"N","N","N","","N",,,"N","","N","N","","","N","","N","N",,,"",,"","N","","","","","","","N","","","","","","","","",""
"Y","VILU","N","10567","F&B","TARV","","","","","Meal Upgrade - Rebate","C    ","Y","","",0,"","N","N","","Y","10566","",,,,,"N","N","N",,"F",523,31-OCT-15,2,18-JUL-19,"","","","","","","",,91201,,"N","N","N","","N",,,"N","","N","N","","","N","","N","N",,,"",,"","Y","","","","","","","N","","","","","","","","",""
"Y","VILU","N","10568","ADJ","TRRB","","","","","Seaplane No Show charges -Direct Rebate","C    ","Y","111","",0,"","N","N","","Y","10068","13752",,,,,"N","N","N",,"O",523,08-DEC-15,2,28-SEP-22,"","","","","","","",,122716,,"N","N","N","","N",,,"N","","N","N","","","N","","N","N",,,"",,"","Y","","","","","","","N","","","","","","","","",""
"Y","VILU","N","10569","ADJ","TRRB","","","","","Seaplane No Show charges -WSL Rebate","C    ","Y","111","",0,"","N","N","","Y","10069","13752",,,,,"N","N","N",,"O",523,08-DEC-15,2,28-SEP-22,"","","","","","","",,122719,,"N","N","N","","N",,,"N","","N","N","","","N","","N","N",,,"",,"","Y","","","","","","","N","","","","","","","","",""
"N","VILU","N","10575","SVC","ACSC","","","","","Accommodation SVC Rebate-WSL","C    ","Y","","",0,"","N","N","","N","","10502",,,,,"N","N","N",,"X",2,10-JUN-14,2,31-OCT-15,"","","","","","","",1,41986,,"N","N","N","","N",,,"N","","N","N","","","N","","N","N",,,"",,"","","","","","","","","N","","","","","","","","",""
"N","VILU","N","10576","SVC","ACSC","","","","","Accommodation SVC Rebate-DRT","C    ","Y","","",0,"","N","N","","N","","10502",,,,,"N","N","N",,"X",523,30-OCT-15,2,31-OCT-15,"","","","","","","",1,41987,,"N","N","N","","N",,,"N","","N","N","","","N","","N","N",,,"",,"","","","","","","","","N","","","","","","","","",""
"N","VILU","N","10585","TAX","ACTX","","","","","Accommodation GST Rebate","C    ","Y","","",0,"","N","N","","N","","10502",,,,,"N","N","N",,"X",2,10-JUN-14,2,31-OCT-15,"","","","","","","",2,41988,,"N","N","N","","N",,,"N","","N","N","","","N","","N","N",,,"",,"","","","","","","","","N","","","","","","","","",""
"N","VILU","N","10596","TAX","ACBX","","","","","Green Tax Rebate","C    ","Y","","",0,"","N","N","","N","","",,,,,"N","N","N",,"X",523,05-MAR-15,3822,26-NOV-18,"","","","","","","",3,83202,,"N","N","N","","N",,,"N","","N","N","","","N","","N","N",,,"",,"","","","","","","","","N","","","","","","","","",""
"N","VILU","N","10597","TAX","ACBX","","","","","Green Tax - ITS & DER -Infant Rebate","C    ","Y","111","",0,"","N","N","","N","","",,,,,"N","N","N",,"X",523,05-OCT-15,802,31-OCT-15,"","","","","","","",3,42250,,"N","N","N","","N",,,"N","","N","N","","","N","","N","N",,,"",,"","","","","","","","","N","","","","","","","","",""
"Y","VILU","N","21101","F&B","TARV","","","","","The Aqua Food Breakfast","C    ","Y","111","",0,"","N","N","","Y","21151","11502",,,,,"N","N","N",,"F",2,11-JUN-14,2,31-OCT-15,"","","","","","","",,41996,,"N","N","N","","N",,,"N","","N","N","","","N","","N","N",,,"",,"","","","","N","","","","N","","","","","","","","",""
"Y","VILU","N","21102","F&B","TARV","","","","","The Aqua Beverage Breakfast","C    ","Y","","",0,"","N","N","","Y","21152","11502",,,,,"N","N","N",,"F",2,11-JUN-14,502,16-SEP-15,"","","","","","","",,34079,,"N","N","N","","N",,,"N","","N","N","","","N","","N","N",,,"",,"","","","","","","","","N","","","","","","","","",""
"Y","VILU","N","21103","F&B","TARV","","","","","The Aqua Fresh Juices Breakfast","C    ","Y","","",0,"","N","N","","Y","21153","11502",,,,,"N","N","N",,"F",2,11-JUN-14,502,16-SEP-15,"","","","","","","",,34080,,"N","N","N","","N",,,"N","","N","N","","","N","","N","N",,,"",,"","Y","","","","","","","N","","","","","","","","",""
"Y","VILU","N","21104","F&B","TARV","","","","","The Aqua Beer Breakfast","C    ","Y","","",0,"","N","N","","Y","21154","11502",,,,,"N","N","N",,"F",2,11-JUN-14,502,16-SEP-15,"","","","","","","",,34081,,"N","N","N","","N",,,"N","","N","N","","","N","","N","N",,,"",,"","","","","","","","","N","","","","","","","","",""
"Y","VILU","N","21105","F&B","TARV","","","","","The Aqua Liquor Breakfast","C    ","Y","","",0,"","N","N","","Y","21155","11502",,,,,"N","N","N",,"F",2,11-JUN-14,502,16-SEP-15,"","","","","","","",,34082,,"N","N","N","","N",,,"N","","N","N","","","N","","N","N",,,"",,"","","","","","","","","N","","","","","","","","",""
"Y","VILU","N","21106","F&B","TARV","","","","","The Aqua Wine Breakfast","C    ","Y","","",0,"","N","N","","Y","21156","11502",,,,,"N","N","N",,"F",2,17-SEP-15,2,17-SEP-15,"","","","","","","",,35541,,"N","N","N","","N",,,"","","","","","","N","","","N",,,"",,"","","","","","","","","N","","","","","","","","",""
"Y","VILU","N","21107","F&B","TARV","","","","","The Aqua Premium Beer Breakfast","C    ","Y","111","",0,"","N","N","","Y","21157","11502",,,,,"N","N","N",,"F",2,11-JUN-14,2,29-NOV-22,"","","","","","","",,126463,,"N","N","N","","N",,,"N","","N","N","","","N","","N","N",,,"",,"","N","","","","","","","N","","","","","","","","",""
"Y","VILU","N","21108","F&B","TARV","","","","","The Aqua Premium Liquor Breakfast","C    ","Y","","",0,"","N","N","","Y","21158","11502",,,,,"N","N","N",,"F",2,11-JUN-14,502,16-SEP-15,"","","","","","","",,34084,,"N","N","N","","N",,,"N","","N","N","","","N","","N","N",,,"",,"","","","","","","","","N","","","","","","","","",""
"Y","VILU","N","21109","F&B","TARV","","","","","The Aqua Premium Wine Breakfast","C    ","Y","111","",0,"","N","N","","Y","21159","11502",,,,,"N","N","N",,"F",2,17-SEP-15,2,31-OCT-15,"","","","","","","",,42012,,"N","N","N","","N",,,"N","","N","N","","","N","","N","N",,,"",,"","","","","","","","","N","","","","","","","","",""
"Y","VILU","N","21110","F&B","TARV","","","","","The Aqua AI Premium Beverage Breakfast","C    ","Y","","",0,"","N","N","","Y","21160","",,,,,"N","N","N",,"F",2,03-NOV-15,1835,03-NOV-15,"","","","","","","",,43470,,"N","N","N","","N",,,"N","","N","N","","","N","","N","N",,,"",,"","","","","","","","","N","","","","","","","","",""
"Y","VILU","N","21111","F&B","TARV","","","","","The Aqua AI Premium Liquor Breakfast","C    ","Y","","",0,"","N","N","","Y","21161","",,,,,"N","N","N",,"F",1835,03-NOV-15,1835,03-NOV-15,"","","","","","","",,43471,,"N","N","N","","N",,,"N","","N","N","","","N","","N","N",,,"",,"","","","","","","","","N","","","","","","","","",""
"Y","VILU","N","21112","F&B","TARV","","","","","The Aqua Premium Beverage Breakfast","C    ","Y","111","",0,"","N","N","","Y","21162","",,,,,"N","N","N",,"F",1835,03-NOV-15,2,29-NOV-22,"","","","","","","",,126467,,"N","N","N","","N",,,"N","","N","N","","","N","","N","N",,,"",,"","N","","","","","","","N","","","","","","","","",""
"Y","VILU","N","21115","F&B","TARV","","","","","The Aqua Tobacco Breakfast","C    ","Y","111","",0,"","N","N","","Y","21165","11502",,,,,"N","N","N",,"F",2,17-SEP-15,2,31-OCT-15,"","","","","","","",,42014,,"N","N","N","","N",,,"N","","N","N","","","N","","N","N",,,"",,"","","","","","","","","N","","","","","","","","",""
"Y","VILU","N","21116","F&B","TARV","","","","","The Aqua Misc Breakfast","C    ","Y","111","",0,"","N","N","","Y","21166","11502",,,,,"N","N","N",,"F",2,17-SEP-15,2,31-OCT-15,"","","","","","","",,42021,,"N","N","N","","N",,,"N","","N","N","","","N","","N","N",,,"",,"","","","","","","","","N","","","","","","","","",""
"Y","VILU","N","21117","F&B","TARV","","","","","EAI Breakfast Beverage","C    ","Y","","",0,"","N","N","","Y","21167","",,,,,"N","N","N",,"F",2,01-NOV-17,2,01-NOV-17,"","","","","","","",,70208,,"N","N","N","","N",,,"N","","N","N","","","N","","N","N",,,"",,"","","","","","","","","N","","","","","","","","",""
"Y","VILU","N","21118","F&B","TARV","","","","","EAI Breakfast Beverage PKG Profit","C    ","Y","","",0,"","N","N","","Y","21119","",,,,,"N","N","N",,"F",2,01-NOV-17,2,01-NOV-17,"","","","","","","",,70222,,"N","N","N","","N",,,"N","","N","N","","","N","","N","N",,,"",,"","","","","","","","","N","","","","","","","","",""
"Y","VILU","N","21119","F&B","TARV","","","","","EAI Breakfast Beverage PKG Loss","C    ","Y","","",0,"","N","N","","Y","21118","",,,,,"N","N","N",,"F",2,01-NOV-17,2,01-NOV-17,"","","","","","","",,70223,,"N","N","N","","N",,,"N","","N","N","","","N","","N","N",,,"",,"","","","","","","","","N","","","","","","","","",""
"Y","VILU","N","21120","F&B","TARV","","","","","EAI Fresh Juices","C    ","Y","","",0,"","N","N","","Y","21168","",,,,,"N","N","N",,"F",2,01-NOV-17,2,01-NOV-17,"","","","","","","",,70248,,"N","N","N","","N",,,"N","","N","N","","","N","","N","N",,,"",,"","","","","","","","","N","","","","","","","","",""
"Y","VILU","N","21121","F&B","TARV","","","","","EAI Fresh Juices PKG Profit","C    ","Y","","",0,"","N","N","","Y","21118","",,,,,"N","N","N",,"F",2,01-NOV-17,2,01-NOV-17,"","","","","","","",,70227,,"N","N","N","","N",,,"","","","","","","N","","","N",,,"",,"","","","","","","","","N","","","","","","","","",""
"Y","VILU","N","21122","F&B","TARV","","","","","EAI Fresh Juices PKG Loss","C    ","Y","","",0,"","N","N","","Y","21118","",,,,,"N","N","N",,"F",2,01-NOV-17,2,01-NOV-17,"","","","","","","",,70230,,"N","N","N","","N",,,"","","","","","","N","","","N",,,"",,"","","","","","","","","N","","","","","","","","",""
"Y","VILU","N","21123","F&B","TARV","","","","","EAI Champagne","C    ","Y","","",0,"","N","N","","Y","21169","",,,,,"N","N","N",,"F",2,01-NOV-17,2,01-NOV-17,"","","","","","","",,70249,,"N","N","N","","N",,,"N","","N","N","","","N","","N","N",,,"",,"","","","","","","","","N","","","","","","","","",""
"Y","VILU","N","21124","F&B","TARV","","","","","EAI Champagne PKG Profit","C    ","Y","","",0,"","N","N","","Y","21118","",,,,,"N","N","N",,"F",2,01-NOV-17,2,01-NOV-17,"","","","","","","",,70236,,"N","N","N","","N",,,"","","","","","","N","","","N",,,"",,"","","","","","","","","N","","","","","","","","",""
"Y","VILU","N","21125","F&B","TARV","","","","","EAI Champagne PKG Loss","C    ","Y","","",0,"","N","N","","Y","21118","",,,,,"N","N","N",,"F",2,01-NOV-17,2,01-NOV-17,"","","","","","","",,70239,,"N","N","N","","N",,,"","","","","","","N","","","N",,,"",,"","","","","","","","","N","","","","","","","","",""
"Y","VILU","N","21126","F&B","TARV","","","","","The Aqua Premium Food Breakfast","C    ","Y","111","",0,"","N","N","","Y","21176","",,,,,"N","N","N",,"F",2,11-JUL-22,2,29-NOV-22,"","","","","","","",,126471,,"N","N","N","","N",,,"N","","N","N","","","N","","N","N",,,"",,"","N","","","","","","","N","","","","","","","","",""
"Y","VILU","N","21127","F&B","TARV","","","","","The Aqua Premium Food Lunch","C    ","Y","111","",0,"","N","N","","Y","21177","",,,,,"N","N","N",,"F",2,11-JUL-22,2,11-JUL-22,"","","","","","","",,120249,,"N","N","N","","N",,,"N","","N","N","","","N","","N","N",,,"",,"","N","","","","","","","N","","","","","","","","",""
"Y","VILU","N","21128","F&B","TARV","","","","","The Aqua Premium Food Dinner","C    ","Y","111","",0,"","N","N","","Y","21178","",,,,,"N","N","N",,"F",2,11-JUL-22,2,11-JUL-22,"","","","","","","",,120250,,"N","N","N","","N",,,"N","","N","N","","","N","","N","N",,,"",,"","N","","","","","","","N","","","","","","","","",""
"Y","VILU","N","21151","F&B","TARV","","","","","The Aqua Food Breakfast Rebate","C    ","Y","","",0,"","N","N","","Y","","11502",,,,,"N","N","N",,"F",2,11-JUN-14,802,10-NOV-15,"","","","","","","",,45380,,"N","N","N","","N",,,"N","","N","N","","","N","","N","N",,,"",,"","","","","","","","","N","","","","","","","","",""
"Y","VILU","N","21152","F&B","TARV","","","","","The Aqua Beverage Breakfast Rebate","C    ","Y","","",0,"","N","N","","Y","","11502",,,,,"N","N","N",,"F",2,11-JUN-14,802,10-NOV-15,"","","","","","","",,45384,,"N","N","N","","N",,,"N","","N","N","","","N","","N","N",,,"",,"","","","","","","","","N","","","","","","","","",""
"Y","VILU","N","21153","F&B","TARV","","","","","The Aqua Fresh Juices Breakfast Rebate","C    ","Y","","",0,"","N","N","","Y","","11502",,,,,"N","N","N",,"F",2,11-JUN-14,802,11-NOV-15,"","","","","","","",,45454,,"N","N","N","","N",,,"N","","N","N","","","N","","N","N",,,"",,"","","","","","","","","N","","","","","","","","",""
"Y","VILU","N","21154","F&B","TARV","","","","","The Aqua Beer Breakfast Rebate","C    ","Y","","",0,"","N","N","","Y","","11502",,,,,"N","N","N",,"F",2,11-JUN-14,802,11-NOV-15,"","","","","","","",,45458,,"N","N","N","","N",,,"N","","N","N","","","N","","N","N",,,"",,"","","","","","","","","N","","","","","","","","",""
"Y","VILU","N","21155","F&B","TARV","","","","","The Aqua Liquor Breakfast Rebate","C    ","Y","","",0,"","N","N","","Y","","11502",,,,,"N","N","N",,"F",2,11-JUN-14,802,11-NOV-15,"","","","","","","",,45462,,"N","N","N","","N",,,"N","","N","N","","","N","","N","N",,,"",,"","","","","","","","","N","","","","","","","","",""
"Y","VILU","N","21156","F&B","TARV","","","","","The Aqua Wine Breakfast Rebate","C    ","Y","","",0,"","N","N","","Y","","11502",,,,,"N","N","N",,"F",2,17-SEP-15,802,11-NOV-15,"","","","","","","",,45466,,"N","N","N","","N",,,"N","","N","N","","","N","","N","N",,,"",,"","","","","","","","","N","","","","","","","","",""
"Y","VILU","N","21157","F&B","TARV","","","","","The Aqua Premium Beer Breakfast Rebate","C    ","Y","","",0,"","N","N","","Y","","11502",,,,,"N","N","N",,"F",2,11-JUN-14,802,11-NOV-15,"","","","","","","",,45471,,"N","N","N","","N",,,"N","","N","N","","","N","","N","N",,,"",,"","","","","","","","","N","","","","","","","","",""
"Y","VILU","N","21158","F&B","TARV","","","","","The Aqua Premium Liquor Breakfast Rebate","C    ","Y","","",0,"","N","N","","Y","","11502",,,,,"N","N","N",,"F",2,11-JUN-14,802,11-NOV-15,"","","","","","","",,45475,,"N","N","N","","N",,,"N","","N","N","","","N","","N","N",,,"",,"","","","","","","","","N","","","","","","","","",""
"Y","VILU","N","21159","F&B","TARV","","","","","The Aqua Premium Wine Breakfast Rebate","C    ","Y","","",0,"","N","N","","Y","","11502",,,,,"N","N","N",,"F",2,17-SEP-15,802,11-NOV-15,"","","","","","","",,45479,,"N","N","N","","N",,,"N","","N","N","","","N","","N","N",,,"",,"","","","","","","","","N","","","","","","","","",""
"Y","VILU","N","21160","F&B","TARV","","","","","The Aqua AI Premium Beverage Breakfast Rebate","C    ","Y","","",0,"","N","N","","Y","","",,,,,"N","N","N",,"F",2,03-NOV-15,802,11-NOV-15,"","","","","","","",,45483,,"N","N","N","","N",,,"N","","N","N","","","N","","N","N",,,"",,"","","","","","","","","N","","","","","","","","",""
"Y","VILU","N","21161","F&B","TARV","","","","","The Aqua AI Premium Liquor Breakfast Rebate","C    ","Y","","",0,"","N","N","","Y","","",,,,,"N","N","N",,"F",1835,03-NOV-15,802,11-NOV-15,"","","","","","","",,45487,,"N","N","N","","N",,,"N","","N","N","","","N","","N","N",,,"",,"","","","","","","","","N","","","","","","","","",""
"Y","VILU","N","21162","F&B","TARV","","","","","The Aqua Premium Beverage Breakfast Rebate","C    ","Y","","",0,"","N","N","","Y","","",,,,,"N","N","N",,"F",1835,03-NOV-15,802,11-NOV-15,"","","","","","","",,45491,,"N","N","N","","N",,,"N","","N","N","","","N","","N","N",,,"",,"","","","","","","","","N","","","","","","","","",""
"Y","VILU","N","21165","F&B","TARV","","","","","The Aqua Tobacco Breakfast Rebate","C    ","Y","","",0,"","N","N","","Y","","11502",,,,,"N","N","N",,"F",2,17-SEP-15,802,11-NOV-15,"","","","","","","",,45495,,"N","N","N","","N",,,"N","","N","N","","","N","","N","N",,,"",,"","","","","","","","","N","","","","","","","","",""
