"TAX_INCLUSIVE_YN","RESORT","FREQUENT_FLYER_YN","TRX_CODE","TC_GROUP","TC_SUBGROUP","TCL_CODE_DFLT_CL1","TCL_CODE_DFLT_CL2","CLASS_1_MANDATORY_YN","CLASS_2_MANDATORY_YN","DESCRIPTION","TC_TRANSACTION_TYPE","IS_MANUAL_POST_ALLOWED","RESULT_INCLUDED_IN_SUM_ARRAY","CC_TYPE","COMMISSION","CC_CODE","IND_BILLING","IND_AR","CURRENCY","IND_REVENUE_GP","ADJ_TRX_CODE","ARRANGE_CODE","EXPENSE_FOLIO","GROUP_FOLIO","REV_BUCKET_ID","REV_GP_ID","IND_CASH","IND_DEPOSIT_YN","DEFERRED_YN","AR_NAME_ID","TRX_CODE_TYPE","INSERT_USER","INSERT_DATE","UPDATE_USER","UPDATE_DATE","TC_RESORT","TC_BOF_REF_CODE","TC_BOF_INTERFACE","TC_RESORT2","TC_BOF_REF_CODE2","TC_BOF_INTERFACE2","CRS_TAX_DESC","TAX_CODE_NO","TRX_ACTION_ID","EXPORT_BUCKET","INH_SALES_YN","INH_PAY_YN","INH_DEPOSIT_YN","FISCAL_TRX_CODE_TYPE","COMP_YN","DEFAULT_PRICE","INACTIVE_DATE","PAYMENT_TAX_INVOICE_YN","INTERNAL_YN","FISCAL_PAYMENT_YN","COMP_NIGHTS_YN","ROTATION_REV_YN","OWNER_REV_YN","CHECK_NO_MANDATORY_YN","DED_OWNER_REV_YN","NON_TAXABLE_YN","COMP_PAYMENT_YN","MIN_AMT","MAX_AMT","TRX_SERVICE_TYPE","DAILY_PLAN_FOLIO","TRX_CODE_DISPLAY","INCLUDE_IN_DEPOSIT_RULE_YN","INCLUDE_IN_8300_YN","MANUAL_POST_COVERS_YN","ROUND_FACTOR_YN","DEPOSIT_POSTING_ONLY_YN","TRX_TAX_TYPE_CODE","DEPOSIT_TYPE","GP_POINTS_REDEMPTION_YN","EXTERNAL_PAYMENT_CODE","E_INVOICE_YN","CORP_PROP_FLAG","CORPORATE_DESCRIPTION","PRINT_RECEIPT_YN","SERVICE_RECOVERY_TRX_CODE","ACCOUNTING_CODE","QUANTITY_CODE","UPC_CODE"
"N","VILU","N","30085","TAX","SPTX","","","","","Spa GST Rebate","C    ","Y","111","",0,"","N","N","","N","","10512",,,,,"N","N","N",,"X",2,15-JUN-14,502,17-SEP-15,"","","","","","","",2,37195,,"N","N","N","","N",,,"N","","N","N","","","N","","N","N",,,"",,"","","","","","","","","N","","","","","","","","",""
"N","VILU","N","30090","TIP","SPTP","","","","","Spa Tips","C    ","Y","","",0,"","N","N","","N","30095","10512",,,,,"N","N","N",,"X",642,16-SEP-14,2,11-AUG-17,"","","","","","","",4,65989,,"N","N","N","","N",,,"N","","N","N","","","N","","N","N",,,"",,"","","","","N","","","","N","","","","","","","","",""
"N","VILU","N","30095","TIP","SPTP","","","","","Spa Tips Rebate","C    ","Y","","",0,"","N","N","","N","","10512",,,,,"N","N","N",,"X",642,16-SEP-14,2,11-AUG-17,"","","","","","","",4,65990,,"N","N","N","","N",,,"N","","N","N","","","N","","N","N",,,"",,"","","","","","","","","N","","","","","","","","",""
"Y","VILU","N","30096","ADJ","SPRB","","","","","SPA AI Rebate","C    ","Y","","",0,"","N","N","","Y","","",,,,,"N","N","N",,"O",2,30-OCT-17,2,27-JAN-18,"","","","","","","",,73702,,"N","N","N","","N",,,"N","","N","N","","","N","","N","N",,,"",,"","","","","","","","","N","","","","","","","","",""
"Y","VILU","N","31001","EXC","EXRV","","","","","Excursion Sunset Fishing","C    ","Y","","",0,"","N","N","","Y","31051","10515",,,,,"N","N","N",,"O",2,15-JUN-14,2,12-SEP-17,"","","","","","","",,68201,,"N","N","N","","N",,,"N","","N","N","","","N","","N","N",,,"",,"","","","","","","","","","","","","","","","","",""
"Y","VILU","N","31002","EXC","EXRV","","","","","Excursion Snorkeling Safari Trip","C    ","Y","","",0,"","N","N","","Y","31052","10515",,,,,"N","N","N",,"O",2,15-JUN-14,2,12-SEP-17,"","","","","","","",,68202,,"N","N","N","","N",,,"N","","N","N","","","N","","N","N",,,"",,"","","","","","","","","","","","","","","","","",""
"Y","VILU","N","31003","EXC","EXRV","","","","","Excursion Robinson Cruise","C    ","Y","","",0,"","N","N","","Y","31053","10515",,,,,"N","N","N",,"O",2,15-JUN-14,2,12-SEP-17,"","","","","","","",,68203,,"N","N","N","","N",,,"N","","N","N","","","N","","N","N",,,"",,"","","","","","","","","","","","","","","","","",""
"Y","VILU","N","31004","EXC","EXRV","","","","","Excursion Big Game Fishing","C    ","Y","","",0,"","N","N","","Y","31054","10515",,,,,"N","N","N",,"O",2,15-JUN-14,2,12-SEP-17,"","","","","","","",,68204,,"N","N","N","","N",,,"N","","N","N","","","N","","N","N",,,"",,"","","","","","","","","","","","","","","","","",""
"Y","VILU","N","31005","EXC","EXRV","","","","","Excursion Dolphin Cruises","C    ","Y","","",0,"","N","N","","Y","31055","10515",,,,,"N","N","N",,"O",2,15-JUN-14,2,12-SEP-17,"","","","","","","",,68205,,"N","N","N","","N",,,"N","","N","N","","","N","","N","N",,,"",,"","","","","","","","","","","","","","","","","",""
"Y","VILU","N","31006","EXC","EXRV","","","","","Excursion Island Hopping","C    ","Y","","",0,"","N","N","","Y","31056","10515",,,,,"N","N","N",,"O",2,15-JUN-14,2,12-SEP-17,"","","","","","","",,68206,,"N","N","N","","N",,,"N","","N","N","","","N","","N","N",,,"",,"","","","","","","","","","","","","","","","","",""
"Y","VILU","N","31016","EXC","EXRV","","","","","Excursion Misc","C    ","Y","","",0,"","N","N","","Y","31066","10515",,,,,"N","N","N",,"O",2,15-JUN-14,2,12-SEP-17,"","","","","","","",,68207,,"N","N","N","","N",,,"N","","N","N","","","N","","N","N",,,"",,"","","","","","","","","","","","","","","","","",""
"Y","VILU","N","31017","EXC","EXRV","","","","","Excursion AI","C    ","Y","","",0,"","N","N","","Y","31067","",,,,,"N","N","N",,"O",2,30-OCT-17,2,30-OCT-17,"","","","","","","",,69719,,"N","N","N","","N",,,"N","","N","N","","","N","","N","N",,,"",,"","","","","","","","","N","","","","","","","","",""
"Y","VILU","N","31018","EXC","EXRV","","","","","Excursion EAI","C    ","Y","","",0,"","N","N","","Y","31068","",,,,,"N","N","N",,"O",2,30-OCT-17,2,30-OCT-17,"","","","","","","",,69720,,"N","N","N","","N",,,"N","","N","N","","","N","","N","N",,,"",,"","","","","","","","","N","","","","","","","","",""
"Y","VILU","N","31019","EXC","EXRV","","","","","EAI Jet ski Allocation","C    ","Y","","",0,"","N","N","","Y","31069","",,,,,"N","N","N",,"O",2,30-OCT-17,2,16-JAN-18,"","","","","","","",,73201,,"N","N","N","","N",,,"N","","N","N","","","N","","N","N",,,"",,"","","","","","","","","N","","","","","","","","",""
"Y","VILU","N","31020","EXC","EXRV","","","","","Excursion Whale Shark","C    ","Y","111","",0,"","N","N","","Y","31057","",,,,,"N","N","N",,"O",2,04-DEC-19,2,04-DEC-19,"","","","","","","",,96707,,"N","N","N","","N",,,"N","","N","N","","","N","","N","N",,,"",,"","","","","","","","","N","","","","","","","","",""
"Y","VILU","N","31051","ADJ","EXRB","","","","","Excursion Rebate Sunset Fishing","C    ","Y","","",0,"","N","N","","Y","","10515",,,,,"N","N","N",,"O",2,15-JUN-14,2,12-SEP-17,"","","","","","","",,68208,,"N","N","N","","N",,,"N","","N","N","","","N","","N","N",,,"",,"","","","","","","","","","","","","","","","","",""
"Y","VILU","N","31052","ADJ","EXRB","","","","","Excursion Rebate Snorkeling Safari Trip","C    ","Y","","",0,"","N","N","","Y","","10515",,,,,"N","N","N",,"O",2,15-JUN-14,2,12-SEP-17,"","","","","","","",,68209,,"N","N","N","","N",,,"N","","N","N","","","N","","N","N",,,"",,"","","","","","","","","","","","","","","","","",""
"Y","VILU","N","31053","ADJ","EXRB","","","","","Excursion Rebate Robinson Cruise","C    ","Y","","",0,"","N","N","","Y","","10515",,,,,"N","N","N",,"O",2,15-JUN-14,2,12-SEP-17,"","","","","","","",,68210,,"N","N","N","","N",,,"N","","N","N","","","N","","N","N",,,"",,"","","","","","","","","","","","","","","","","",""
"Y","VILU","N","31054","ADJ","EXRB","","","","","Excursion Rebate Big Game Fishing","C    ","Y","","",0,"","N","N","","Y","","10515",,,,,"N","N","N",,"O",2,15-JUN-14,2,12-SEP-17,"","","","","","","",,68211,,"N","N","N","","N",,,"N","","N","N","","","N","","N","N",,,"",,"","","","","","","","","","","","","","","","","",""
"Y","VILU","N","31055","ADJ","EXRB","","","","","Excursion Rebate Dolphin Cruises","C    ","Y","","",0,"","N","N","","Y","","10515",,,,,"N","N","N",,"O",2,15-JUN-14,502,18-SEP-15,"","","","","","","",,37572,,"N","N","N","","N",,,"N","","N","N","","","N","","N","N",,,"",,"","","","","","","","","","","","","","","","","",""
"Y","VILU","N","31056","ADJ","EXRB","","","","","Excursion Rebate Island Hopping","C    ","Y","","",0,"","N","N","","Y","","10515",,,,,"N","N","N",,"O",2,15-JUN-14,502,18-SEP-15,"","","","","","","",,37573,,"N","N","N","","N",,,"N","","N","N","","","N","","N","N",,,"",,"","","","","","","","","","","","","","","","","",""
"Y","VILU","N","31057","ADJ","EXRB","","","","","Excursion Rebate Whale Shark","C    ","Y","","",0,"","N","N","","Y","","",,,,,"N","N","N",,"O",2,04-DEC-19,2,04-DEC-19,"","","","","","","",,96704,,"N","N","N","","N",,,"","","","","","","N","","","N",,,"",,"","","","","","","","","","","","","","","","","",""
"Y","VILU","N","31066","ADJ","EXRB","","","","","Excursion Rebate Misc","C    ","Y","","",0,"","N","N","","Y","","10515",,,,,"N","N","N",,"O",2,15-JUN-14,2,19-SEP-15,"","","","","","","",,38715,,"N","N","N","","N",,,"N","","N","N","","","N","","N","N",,,"",,"","","","","","","","","","","","","","","","","",""
"Y","VILU","N","31067","ADJ","EXRB","","","","","Excursion AI Rebate","C    ","Y","","",0,"","N","N","","Y","","",,,,,"N","N","N",,"O",2,30-OCT-17,2,30-OCT-17,"","","","","","","",,69707,,"N","N","N","","N",,,"","","","","","","N","","","N",,,"",,"","","","","","","","","","","","","","","","","",""
"Y","VILU","N","31068","ADJ","EXRB","","","","","Excursion EAI Rebate","C    ","Y","","",0,"","N","N","","Y","","",,,,,"N","N","N",,"O",2,30-OCT-17,2,30-OCT-17,"","","","","","","",,69710,,"N","N","N","","N",,,"","","","","","","N","","","N",,,"",,"","","","","","","","","","","","","","","","","",""
"Y","VILU","N","31069","ADJ","EXRB","","","","","EAI Jet ski Allocation Rebate","C    ","Y","","",0,"","N","N","","Y","","",,,,,"N","N","N",,"O",2,30-OCT-17,2,16-JAN-18,"","","","","","","",,73202,,"N","N","N","","N",,,"N","","N","N","","","N","","N","N",,,"",,"","","","","","","","","","","","","","","","","",""
"N","VILU","N","31070","SVC","EXSC","","","","","Excursion SVC","C    ","Y","","",0,"","N","N","","N","","10515",,,,,"N","N","N",,"X",2,15-JUN-14,502,18-SEP-15,"","","","","","","",1,37528,,"N","N","N","","N",,,"N","","N","N","","","N","","N","N",,,"",,"","","","","","","","","","","","","","","","","",""
"N","VILU","N","31075","SVC","EXSC","","","","","Excursion SVC Rebate","C    ","Y","111","",0,"","N","N","","N","","10515",,,,,"N","N","N",,"X",2,15-JUN-14,2,31-OCT-15,"","","","","","","",1,42077,,"N","N","N","","N",,,"N","","N","N","","","N","","N","N",,,"",,"","","","","","","","","","","","","","","","","",""
"N","VILU","N","31080","TAX","EXTX","","","","","Excursion GST","C    ","Y","111","",0,"","N","N","","N","","10515",,,,,"N","N","N",,"X",2,15-JUN-14,502,18-SEP-15,"","","","","","","",2,37547,,"N","N","N","","N",,,"N","","N","N","","","N","","N","N",,,"",,"","","","","","","","","","","","","","","","","",""
"N","VILU","N","31085","TAX","EXTX","","","","","Excursion GST Rebate","C    ","Y","111","",0,"","N","N","","N","","10515",,,,,"N","N","N",,"X",2,15-JUN-14,2,31-OCT-15,"","","","","","","",2,42078,,"N","N","N","","N",,,"N","","N","N","","","N","","N","N",,,"",,"","","","","","","","","","","","","","","","","",""
"N","VILU","N","31090","TIP","EXTP","","","","","Excursion Tips","C    ","Y","","",0,"","N","N","","N","31095","10515",,,,,"N","N","N",,"X",642,16-SEP-14,2,12-SEP-17,"","","","","","","",4,68212,,"N","N","N","","N",,,"N","","N","N","","","N","","N","N",,,"",,"","","","","N","","","","N","","","","","","","","",""
"N","VILU","N","31095","TIP","EXTP","","","","","Excusion Tips Rebate","C    ","Y","","",0,"","N","N","","N","","",,,,,"N","N","N",,"X",642,16-SEP-14,2,12-SEP-17,"","","","","","","",4,68213,,"N","N","N","","N",,,"N","","N","N","","","N","","N","N",,,"",,"","","","","","","","","N","","","","","","","","",""
"Y","VILU","N","31209","EXC","EXRV","","","","","Excurtion Package","C    ","Y","","",0,"","N","N","","Y","","10515",,,,,"N","N","N",,"O",2,18-JUN-14,2,12-SEP-17,"","","","","","","",,68214,,"N","N","N","","N",,,"N","","N","N","","","N","","N","N",,,"",,"","","","","","","","","N","","","","","","","","",""
"Y","VILU","N","31210","EXC","EXRV","","","","","Sun Yoga","C    ","Y","111","",0,"","N","N","","Y","","",,,,,"N","N","N",,"O",802,14-AUG-16,802,14-AUG-16,"","","","","","","",,59204,,"N","N","N","","N",,,"N","","N","N","","","N","","N","N",,,"",,"","","","","","","","","N","","","","","","","","",""
"Y","VILU","N","31211","EXC","EXRV","","","","","Excursion Package Profit","C    ","Y","","",0,"","N","N","","Y","","",,,,,"N","N","N",,"O",2,14-OCT-17,2,14-OCT-17,"","","","","","","",,69202,,"N","N","N","","N",,,"","","","","","","N","","","N",,,"",,"","","","","","","","","N","","","","","","","","",""
"Y","VILU","N","31212","EXC","EXRV","","","","","Excursion Package Loss","C    ","Y","","",0,"","N","N","","Y","","",,,,,"N","N","N",,"O",2,14-OCT-17,2,14-OCT-17,"","","","","","","",,69205,,"N","N","N","","N",,,"","","","","","","N","","","N",,,"",,"","","","","","","","","N","","","","","","","","",""
"Y","VILU","N","32001","DIV","DVRV","","","","","Dive Center","C    ","Y","","",0,"","N","N","","Y","32051","10517",,,,,"N","N","N",,"O",2,15-JUN-14,502,18-SEP-15,"","","","","","","",,37614,,"N","N","N","","N",,,"N","","N","N","","","N","","N","N",,,"",,"","","","","","","","","","","","","","","","","",""
"Y","VILU","N","32002","DIV","DVRV","","","","","Dive Center Course charges","C    ","Y","","",0,"","N","N","","Y","32052","10517",,,,,"N","N","N",,"O",2,15-JUN-14,502,18-SEP-15,"","","","","","","",,37615,,"N","N","N","","N",,,"N","","N","N","","","N","","N","N",,,"",,"","","","","","","","","","","","","","","","","",""
"Y","VILU","N","32003","DIV","DVRV","","","","","Dive Center Photo Lab Sales","C    ","Y","","",0,"","N","N","","Y","32053","10517",,,,,"N","N","N",,"O",2,15-JUN-14,502,18-SEP-15,"","","","","","","",,37616,,"N","N","N","","N",,,"N","","N","N","","","N","","N","N",,,"",,"","","","","","","","","","","","","","","","","",""
"Y","VILU","N","32004","DIV","DVRV","","","","","Dive Center Boat Trip Charge","C    ","Y","","",0,"","N","N","","Y","32054","10517",,,,,"N","N","N",,"O",2,15-JUN-14,502,18-SEP-15,"","","","","","","",,37617,,"N","N","N","","N",,,"N","","N","N","","","N","","N","N",,,"",,"","","","","","","","","","","","","","","","","",""
"Y","VILU","N","32005","DIV","DVRV","","","","","Dive Center Retail","C    ","Y","","",0,"","N","N","","Y","32055","10517",,,,,"N","N","N",,"O",2,15-JUN-14,502,18-SEP-15,"","","","","","","",,37618,,"N","N","N","","N",,,"N","","N","N","","","N","","N","N",,,"",,"","","","","","","","","","","","","","","","","",""
"Y","VILU","N","32010","DIV","DVRV","","","","","Dive Packages","C    ","Y","","",0,"","N","N","","Y","32055","",,,,,"N","N","N",,"O",1835,03-NOV-15,1835,03-NOV-15,"","","","","","","",,43854,,"N","N","N","","N",,,"","","","","","","N","","","N",,,"",,"","","","","","","","","","","","","","","","","",""
"Y","VILU","N","32011","DIV","DVRV","","","","","Dive Center Package Profit","C    ","Y","","",0,"","N","N","","Y","32055","",,,,,"N","N","N",,"O",2,14-OCT-17,2,14-OCT-17,"","","","","","","",,69208,,"N","N","N","","N",,,"","","","","","","N","","","N",,,"",,"","","","","","","","","","","","","","","","","",""
"Y","VILU","N","32012","DIV","DVRV","","","","","Dive Center Package Loss","C    ","Y","","",0,"","N","N","","Y","32055","",,,,,"N","N","N",,"O",2,14-OCT-17,2,14-OCT-17,"","","","","","","",,69211,,"N","N","N","","N",,,"","","","","","","N","","","N",,,"",,"","","","","","","","","","","","","","","","","",""
"Y","VILU","N","32016","DIV","DVRV","","","","","Dive Center Misc","C    ","Y","","",0,"","N","N","","Y","32058","10517",,,,,"N","N","N",,"O",2,15-JUN-14,2,19-SEP-15,"","","","","","","",,38721,,"N","N","N","","N",,,"N","","N","N","","","N","","N","N",,,"",,"","","","","","","","","","","","","","","","","",""
"Y","VILU","N","32051","ADJ","DVRB","","","","","Dive Center Rebate","C    ","Y","","",0,"","N","N","","Y","","10517",,,,,"N","N","N",,"O",2,15-JUN-14,502,18-SEP-15,"","","","","","","",,37654,,"N","N","N","","N",,,"N","","N","N","","","N","","N","N",,,"",,"","","","","","","","","","","","","","","","","",""
"Y","VILU","N","32052","ADJ","DVRB","","","","","Dive Center Rebate Course charges","C    ","Y","","",0,"","N","N","","Y","","10517",,,,,"N","N","N",,"O",2,15-JUN-14,502,18-SEP-15,"","","","","","","",,37708,,"N","N","N","","N",,,"N","","N","N","","","N","","N","N",,,"",,"","","","","","","","","","","","","","","","","",""
"Y","VILU","N","32053","ADJ","DVRB","","","","","Dive Center Rebate Photo Lab Sales","C    ","Y","","",0,"","N","N","","Y","","10517",,,,,"N","N","N",,"O",2,15-JUN-14,502,18-SEP-15,"","","","","","","",,37656,,"N","N","N","","N",,,"N","","N","N","","","N","","N","N",,,"",,"","","","","","","","","","","","","","","","","",""
"Y","VILU","N","32054","ADJ","DVRB","","","","","Dive Center Rebate Boat Trip Charge","C    ","Y","","",0,"","N","N","","Y","","10517",,,,,"N","N","N",,"O",2,15-JUN-14,502,18-SEP-15,"","","","","","","",,37705,,"N","N","N","","N",,,"N","","N","N","","","N","","N","N",,,"",,"","","","","","","","","","","","","","","","","",""
"Y","VILU","N","32055","ADJ","DVRB","","","","","Dive Center Rebate Retail","C    ","Y","","",0,"","N","N","","Y","","10517",,,,,"N","N","N",,"O",2,15-JUN-14,502,18-SEP-15,"","","","","","","",,37658,,"N","N","N","","N",,,"N","","N","N","","","N","","N","N",,,"",,"","","","","","","","","","","","","","","","","",""
"Y","VILU","N","32058","ADJ","DVRB","","","","","Dive Center Continue Education Rebate","C    ","Y","","",0,"","N","N","","Y","","10517",,,,,"N","N","N",,"O",2,15-JUN-14,502,18-SEP-15,"","","","","","","",,37696,,"N","N","N","","N",,,"N","","N","N","","","N","","N","N",,,"",,"","","","","","","","","","","","","","","","","",""
"Y","VILU","N","32066","ADJ","DVRB","","","","","Dive Center Rebate Misc","C    ","Y","","",0,"","N","N","","Y","","10517",,,,,"N","N","N",,"O",2,15-JUN-14,2,19-SEP-15,"","","","","","","",,38724,,"N","N","N","","N",,,"N","","N","N","","","N","","N","N",,,"",,"","","","","","","","","","","","","","","","","",""
"N","VILU","N","32070","SVC","DVSC","","","","","Dive Center SVC","C    ","Y","","",0,"","N","N","","N","","10517",,,,,"N","N","N",,"X",2,15-JUN-14,502,18-SEP-15,"","","","","","","",1,37669,,"N","N","N","","N",,,"N","","N","N","","","N","","N","N",,,"",,"","","","","","","","","","","","","","","","","",""
"N","VILU","N","32075","SVC","DVSC","","","","","Dive Center Rebate SVC","C    ","Y","","",0,"","N","N","","N","","10517",,,,,"N","N","N",,"X",2,15-JUN-14,502,18-SEP-15,"","","","","","","",1,37676,,"N","N","N","","N",,,"N","","N","N","","","N","","N","N",,,"",,"","","","","","","","","","","","","","","","","",""
"N","VILU","N","32080","TAX","DVTX","","","","","Dive Center GST","C    ","Y","111","",0,"","N","N","","N","","10517",,,,,"N","N","N",,"X",2,15-JUN-14,502,18-SEP-15,"","","","","","","",2,37711,,"N","N","N","","N",,,"N","","N","N","","","N","","N","N",,,"",,"","","","","","","","","","","","","","","","","",""
"N","VILU","N","32085","TAX","DVTX","","","","","Dive Center Rebate GST","C    ","Y","111","",0,"","N","N","","N","","10517",,,,,"N","N","N",,"X",2,15-JUN-14,502,18-SEP-15,"","","","","","","",2,37718,,"N","N","N","","N",,,"N","","N","N","","","N","","N","N",,,"",,"","","","","","","","","","","","","","","","","",""
"N","VILU","N","32090","TIP","DVTP","","","","","Dive Center Tips","C    ","Y","","",0,"","N","N","","N","32095","10517",,,,,"N","N","N",,"X",642,16-SEP-14,2,11-AUG-17,"","","","","","","",4,65993,,"N","N","N","","N",,,"N","","N","N","","","N","","N","N",,,"",,"","","","","N","","","","N","","","","","","","","",""
"N","VILU","N","32095","TIP","DVTP","","","","","Dive Center Tips Rebate","C    ","Y","","",0,"","N","N","","N","","10517",,,,,"N","N","N",,"X",642,16-SEP-14,2,11-AUG-17,"","","","","","","",4,65994,,"N","N","N","","N",,,"N","","N","N","","","N","","N","N",,,"",,"","","","","","","","","N","","","","","","","","",""
"Y","VILU","N","33001","WTS","WSRV","","","","","Water Sports","C    ","Y","111","",0,"","N","N","","Y","33051","10516",,,,,"N","N","N",,"O",2,15-JUN-14,502,18-SEP-15,"","","","","","","",,37811,,"N","N","N","","N",,,"N","","N","N","","","N","","N","N",,,"",,"","","","","","","","","","","","","","","","","",""
"Y","VILU","N","33002","WTS","WSRV","","","","","Water Sports  Courses","C    ","Y","111","",0,"","N","N","","Y","33052","10516",,,,,"N","N","N",,"O",2,15-JUN-14,502,18-SEP-15,"","","","","","","",,37812,,"N","N","N","","N",,,"N","","N","N","","","N","","N","N",,,"",,"","","","","","","","","","","","","","","","","",""
"Y","VILU","N","33003","WTS","WSRV","","","","","Water Sports  Motorized Rav","C    ","Y","111","",0,"","N","N","","Y","33053","10516",,,,,"N","N","N",,"O",2,15-JUN-14,502,18-SEP-15,"","","","","","","",,37813,,"N","N","N","","N",,,"N","","N","N","","","N","","N","N",,,"",,"","","","","","","","","","","","","","","","","",""
"Y","VILU","N","33004","WTS","WSRV","","","","","Water Sports Non Motorized Rav","C    ","Y","111","",0,"","N","N","","Y","33054","10516",,,,,"N","N","N",,"O",2,15-JUN-14,502,18-SEP-15,"","","","","","","",,37814,,"N","N","N","","N",,,"N","","N","N","","","N","","N","N",,,"",,"","","","","","","","","","","","","","","","","",""
"Y","VILU","N","33005","WTS","WSRV","","","","","Water Sports Retail","C    ","Y","111","",0,"","N","N","","Y","33055","10516",,,,,"N","N","N",,"O",2,15-JUN-14,502,18-SEP-15,"","","","","","","",,37815,,"N","N","N","","N",,,"N","","N","N","","","N","","N","N",,,"",,"","","","","","","","","","","","","","","","","",""
"Y","VILU","N","33006","WTS","WSRV","","","","","Water Sports Misc","C    ","Y","111","",0,"","N","N","","Y","33056","10516",,,,,"N","N","N",,"O",2,15-JUN-14,502,18-SEP-15,"","","","","","","",,37816,,"N","N","N","","N",,,"N","","N","N","","","N","","N","N",,,"",,"","","","","","","","","","","","","","","","","",""
"Y","VILU","N","33007","WTS","WSRV","","","","","Watersports Package Profit","C    ","Y","111","",0,"","N","N","","Y","33056","",,,,,"N","N","N",,"O",2,17-OCT-17,2,17-OCT-17,"","","","","","","",,69457,,"N","N","N","","N",,,"","","","","","","N","","","N",,,"",,"","","","","","","","","","","","","","","","","",""
"Y","VILU","N","33008","WTS","WSRV","","","","","Watersports Package Loss","C    ","Y","111","",0,"","N","N","","Y","33056","",,,,,"N","N","N",,"O",2,17-OCT-17,2,17-OCT-17,"","","","","","","",,69460,,"N","N","N","","N",,,"","","","","","","N","","","N",,,"",,"","","","","","","","","","","","","","","","","",""
"Y","VILU","N","33010","WTS","WSRV","","","","","Water Sports Package","C    ","Y","111","",0,"","N","N","","Y","33054","",,,,,"N","N","N",,"O",1835,03-NOV-15,1835,03-NOV-15,"","","","","","","",,43857,,"N","N","N","","N",,,"","","","","","","N","","","N",,,"",,"","","","","","","","","","","","","","","","","",""
"Y","VILU","N","33011","WTS","WSRV","","","","","Watersports Non Motorized Sports PKG","C    ","Y","111","",0,"","N","N","","Y","33057","",,,,,"N","N","N",,"O",2,15-JUL-19,2,15-JUL-19,"","","","","","","",,90964,,"N","N","N","","N",,,"N","","N","N","","","N","","N","N",,,"",,"","","","","","","","","","","","","","","","","",""
"Y","VILU","N","33051","ADJ","WSRB","","","","","Water Sports Rebate","C    ","Y","111","",0,"","N","N","","Y","","10516",,,,,"N","N","N",,"O",2,15-JUN-14,502,18-SEP-15,"","","","","","","",,37817,,"N","N","N","","N",,,"N","","N","N","","","N","","N","N",,,"",,"","","","","","","","","","","","","","","","","",""
"Y","VILU","N","33052","ADJ","WSRB","","","","","Water Sports Rebate  Courses","C    ","Y","111","",0,"","N","N","","Y","","10516",,,,,"N","N","N",,"O",2,15-JUN-14,502,18-SEP-15,"","","","","","","",,37818,,"N","N","N","","N",,,"N","","N","N","","","N","","N","N",,,"",,"","","","","","","","","","","","","","","","","",""
"Y","VILU","N","33053","ADJ","WSRB","","","","","Water Sports Rebate  Motorized Rav","C    ","Y","111","",0,"","N","N","","Y","","10516",,,,,"N","N","N",,"O",2,15-JUN-14,502,18-SEP-15,"","","","","","","",,37819,,"N","N","N","","N",,,"N","","N","N","","","N","","N","N",,,"",,"","","","","","","","","","","","","","","","","",""
"Y","VILU","N","33054","ADJ","WSRB","","","","","Water Sports Rebate Non Motorized Rav","C    ","Y","111","",0,"","N","N","","Y","","10516",,,,,"N","N","N",,"O",2,15-JUN-14,502,18-SEP-15,"","","","","","","",,37820,,"N","N","N","","N",,,"N","","N","N","","","N","","N","N",,,"",,"","","","","","","","","","","","","","","","","",""
"Y","VILU","N","33055","ADJ","WSRB","","","","","Water Sports Rebate Retail","C    ","Y","111","",0,"","N","N","","Y","","10516",,,,,"N","N","N",,"O",2,15-JUN-14,502,18-SEP-15,"","","","","","","",,37821,,"N","N","N","","N",,,"N","","N","N","","","N","","N","N",,,"",,"","","","","","","","","","","","","","","","","",""
"Y","VILU","N","33056","ADJ","WSRB","","","","","Water Sports Rebate Misc","C    ","Y","111","",0,"","N","N","","Y","","10516",,,,,"N","N","N",,"O",2,15-JUN-14,502,18-SEP-15,"","","","","","","",,37822,,"N","N","N","","N",,,"N","","N","N","","","N","","N","N",,,"",,"","","","","","","","","","","","","","","","","",""
"Y","VILU","N","33057","ADJ","WSRB","","","","","Watersports non motorized pkg Rebate","C    ","Y","111","",0,"","N","N","","Y","","",,,,,"N","N","N",,"O",2,15-JUL-19,2,15-JUL-19,"","","","","","","",,90961,,"N","N","N","","N",,,"","","","","","","N","","","N",,,"",,"","","","","","","","","","","","","","","","","",""
"N","VILU","N","33070","SVC","WSSC","","","","","Water Sports SVC","C    ","Y","","",0,"","N","N","","N","","10516",,,,,"N","N","N",,"X",2,15-JUN-14,502,18-SEP-15,"","","","","","","",1,37781,,"N","N","N","","N",,,"N","","N","N","","","N","","N","N",,,"",,"","","","","","","","","","","","","","","","","",""
"N","VILU","N","33075","SVC","WSSC","","","","","Water Sports SVC Rebate","C    ","Y","","",0,"","N","N","","N","","10516",,,,,"N","N","N",,"X",2,15-JUN-14,502,18-SEP-15,"","","","","","","",1,37788,,"N","N","N","","N",,,"N","","N","N","","","N","","N","N",,,"",,"","","","","","","","","","","","","","","","","",""
"N","VILU","N","33080","TAX","WSTX","","","","","Water Sports GST","C    ","Y","111","",0,"","N","N","","N","","10516",,,,,"N","N","N",,"X",2,15-JUN-14,502,18-SEP-15,"","","","","","","",2,38151,,"N","N","N","","N",,,"N","","N","N","","","N","","N","N",,,"",,"","","","","","","","","","","","","","","","","",""
